buggy_code,fixed_code
"assertTrueEventually(new AssertTask(){   @Override public void run() throws Exception {     Collection<EventRegistration> regs1=eventService1.getRegistrations(MapService.SERVICE_NAME,mapName);     Collection<EventRegistration> regs2=eventService2.getRegistrations(MapService.SERVICE_NAME,mapName);     assertEquals(""there should be only one registration"",1,regs1.size());     assertEquals(""there should be only one registration"",1,regs2.size());   } } ,10)","assertTrueEventually(new AssertTask(){   @Override public void run() throws Exception {     Collection<EventRegistration> regs1=eventService1.getRegistrations(MapService.SERVICE_NAME,mapName);     Collection<EventRegistration> regs2=eventService2.getRegistrations(MapService.SERVICE_NAME,mapName);     assertEquals(""there should be only one registration"",1,regs1.size());     assertEquals(""there should be only one registration"",1,regs2.size());   } } )"
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class TransactionalSetBasicDistributedTest extends TransactionalSetBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class TransactionalSetBasicDistributedTest extends TransactionalSetAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class TransactionalSetBasicLocalTest extends TransactionalSetBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class TransactionalSetBasicLocalTest extends TransactionalSetAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class RingbufferBasicDistributedTest extends RingbufferBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class RingbufferBasicDistributedTest extends RingbufferAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class RingbufferBasicLocalTest extends RingbufferBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class RingbufferBasicLocalTest extends RingbufferAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ListBasicDistributedTest extends ListBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ListBasicDistributedTest extends ListAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ListBasicLocalTest extends ListBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ListBasicLocalTest extends ListAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class SetBasicDistributedTest extends SetBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class SetBasicDistributedTest extends SetAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class SetBasicLocalTest extends SetBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class SetBasicLocalTest extends SetAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class QueueBasicDistributedTest extends QueueBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class QueueBasicDistributedTest extends QueueAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class QueueBasicLocalTest extends QueueBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class QueueBasicLocalTest extends QueueAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class AtomicLongBasicDistributedTest extends AtomicLongBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(2).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class AtomicLongBasicDistributedTest extends AtomicLongAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(2).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class AtomicLongBasicLocalTest extends AtomicLongBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class AtomicLongBasicLocalTest extends AtomicLongAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class AtomicReferenceBasicLocalTest extends AtomicReferenceBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class AtomicReferenceBasicLocalTest extends AtomicReferenceAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class IdGeneratorBasicDistributedTest extends IdGeneratorBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(2).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class IdGeneratorBasicDistributedTest extends IdGeneratorAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(2).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class IdGeneratorBasicLocalTest extends IdGeneratorBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class IdGeneratorBasicLocalTest extends IdGeneratorAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ConditionBasicDistributedTest extends ConditionBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(2).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ConditionBasicDistributedTest extends ConditionAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(2).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ConditionBasicLocalTest extends ConditionBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ConditionBasicLocalTest extends ConditionAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class CountDownLatchBasicDistributedTest extends CountDownLatchBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(2).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class CountDownLatchBasicDistributedTest extends CountDownLatchAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(2).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class CountDownLatchBasicLocalTest extends CountDownLatchBasicTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class CountDownLatchBasicLocalTest extends CountDownLatchAbstractTest {   @Override protected HazelcastInstance[] newInstances(){     return createHazelcastInstanceFactory(1).newInstances();   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ReliableTopicBasicDistributedTest extends ReliableTopicBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ReliableTopicBasicDistributedTest extends ReliableTopicAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(2).newInstances(config);   } } "
"@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ReliableTopicBasicLocalTest extends ReliableTopicBasicTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } ","@RunWith(HazelcastParallelClassRunner.class) @Category({QuickTest.class,ParallelTest.class}) public class ReliableTopicBasicLocalTest extends ReliableTopicAbstractTest {   @Override protected HazelcastInstance[] newInstances(  Config config){     return createHazelcastInstanceFactory(1).newInstances(config);   } } "
"new TransactionOptions().setDurability(0).setTimeout(10,TimeUnit.SECONDS)","new TransactionOptions().setDurability(0).setTimeout(30,TimeUnit.SECONDS)"
4,68
4,68
2,66
2,66
"assertClusterSize(2,h2)","assertClusterSizeEventually(2,h2)"
"assertClusterSize(2,h2)","assertClusterSizeEventually(2,h2)"
"CachePutAllCodec.encodeRequest(nameWithPrefix,entries,expiryPolicyData,partitionId)","CachePutAllCodec.encodeRequest(nameWithPrefix,entries,expiryPolicyData,completionId)"
"assertEquals(0,localReplicatedMapStats.getOwnedEntryMemoryCost())","assertEquals(1234,localReplicatedMapStats.getOwnedEntryMemoryCost())"
"assertEquals(0,deserialized.getOwnedEntryMemoryCost())","assertEquals(1234,deserialized.getOwnedEntryMemoryCost())"
"assertClusterSize(2,nodes[0])","assertClusterSizeEventually(2,nodes[0])"
"assertClusterSize(2,nodes[0])","assertClusterSizeEventually(2,nodes[0])"
"assertClusterSize(2,nodes[0])","assertClusterSizeEventually(2,nodes[0])"
"assertClusterSize(2,nodes[0])","assertClusterSizeEventually(2,nodes[0])"
"assertOpenEventually(countDownLatch,50)","assertOpenEventually(countDownLatch,300)"
"assertClusterSize(2,nodes[0])","assertClusterSizeEventually(2,nodes[0])"
"assertClusterSize(2,nodes[0])","assertClusterSizeEventually(2,nodes[0])"
"assertClusterSize(2,nodes[0])","assertClusterSizeEventually(2,nodes[0])"
"assertClusterSize(2,nodes[0])","assertClusterSizeEventually(2,nodes[0])"
17,1
target.addTask(task),target.addTaskAndWakeup(task)
target.addTask(task),target.addTaskAndWakeup(task)
"putInternal(mapService.getMapServiceContext().toData(entry.getKey(),partitionStrategy),mapService.getMapServiceContext().toData(entry.getValue()),-1,TimeUnit.MILLISECONDS)","setInternal(mapService.getMapServiceContext().toData(entry.getKey(),partitionStrategy),mapService.getMapServiceContext().toData(entry.getValue()),-1,TimeUnit.MILLISECONDS)"
"putInternal(mapService.getMapServiceContext().toData(entry.getKey(),partitionStrategy),mapService.getMapServiceContext().toData(entry.getValue()),-1,TimeUnit.MILLISECONDS)","setInternal(mapService.getMapServiceContext().toData(entry.getKey(),partitionStrategy),mapService.getMapServiceContext().toData(entry.getValue()),-1,TimeUnit.MILLISECONDS)"
17,1
target.addTask(task),target.addTaskAndWakeup(task)
target.addTask(task),target.addTaskAndWakeup(task)
HazelcastInstanceFactory.terminateAll(),factory.terminateAll()
HazelcastInstanceFactory.terminateAll(),factory.terminateAll()
HazelcastInstanceFactory.terminateAll(),factory.terminateAll()
HazelcastInstanceFactory.terminateAll(),factory.terminateAll()
this.referenceId == referenceId,!transactional && this.referenceId == referenceId
this.referenceId == referenceId,!this.transactional && this.referenceId == referenceId
toHeapData(key),toEventData(key)
toHeapData(key),toEventData(key)
toHeapData(key),toEventData(key)
toHeapData(key),toEventData(key)
toHeapData(key),toEventData(key)
toHeapData(key),toEventData(key)
toHeapData(key),toEventData(key)
toHeapData(key),toEventData(key)
"logger.severe(""Failed to process response: "" + responsePacket + "" on response thread:""+ getName())","logger.severe(""Failed to process response: "" + responsePacket + "" on response thread:""+ getName(),e)"
"logger.severe(""Failed to process response: "" + responsePacket + "" on response thread:""+ getName())","logger.severe(""Failed to process response: "" + responsePacket + "" on response thread:""+ getName(),e)"
2,10
2,10
2,26
HazelcastClient.newHazelcastClient(),HazelcastClient.newHazelcastClient(clientConfig)
"assertOpenEventually(""responseLatch"",responseLatch,5)","assertOpenEventually(""responseLatch"",responseLatch)"
"assertOpenEventually(""responseLatch"",responseLatch,5)","assertOpenEventually(""responseLatch"",responseLatch)"
"new PutBackupOperation(name,dataKey,dataValue,replicationInfo,true)","new PutBackupOperation(name,dataKey,dataValue,replicationInfo,true,false)"
"new PutBackupOperation(name,dataKey,dataValue,replicationInfo,true)","new PutBackupOperation(name,dataKey,dataValue,replicationInfo,true,false)"
out.writeObject(function),out.writeData(function)
out.writeObject(function),out.writeData(function)
in.readObject(),in.readData()
in.readObject(),in.readData()
out.writeObject(function),out.writeData(function)
out.writeObject(function),out.writeData(function)
in.readObject(),in.readData()
in.readObject(),in.readData()
-26,-29
dirtyOutputBuffer(),dirtyOutputBuffer() || currentPacket != null
dirtyOutputBuffer(),dirtyOutputBuffer() || currentPacket != null
id=13,id=15
id=14,id=16
id=15,id=17
id=16,id=18
id=17,id=19
id=18,id=20
id=19,id=21
id=19,id=22
id=21,id=20
id=23,id=21
id=24,id=22
id=25,id=23
id=26,id=24
id=27,id=25
id=28,id=26
id=29,id=27
id=30,id=28
id=31,id=29
id=32,id=30
id=33,id=31
id=34,id=32
id=35,id=33
id=36,id=34
id=37,id=35
id=38,id=36
id=39,id=37
id=40,id=38
id=41,id=39
id=42,id=40
id=43,id=41
id=44,id=42
id=45,id=43
id=46,id=44
id=47,id=45
id=48,id=46
id=49,id=47
id=50,id=48
id=51,id=49
id=52,id=50
id=53,id=51
id=54,id=52
id=55,id=53
id=56,id=54
id=19,id=17
id=20,id=18
id=21,id=19
id=22,id=20
id=23,id=21
id=24,id=22
id=1,id=2
id=2,id=3
id=3,id=4
id=4,id=5
id=4,id=6
id=5,id=7
id=6,id=8
id=7,id=9
id=7,id=10
id=8,id=11
id=9,id=12
id=10,id=13
id=11,id=14
id=12,id=15
id=13,id=16
id=14,id=17
id=15,id=18
id=16,id=19
id=17,id=20
id=15,id=14
id=16,id=15
"""wrong partition, expected: "" + getPartitionId() + "" but found:""+ op","""wrong partition, expected: "" + getPartitionId() + "" but found:""+ partitionId"
"logger.info(""Future response is already set! Current response: "" + response + "", Offered response: ""+ offeredResponse+ "", Invocation: ""+ invocation)","logger.finest(""Future response is already set! Current response: "" + response + "", Offered response: ""+ offeredResponse+ "", Invocation: ""+ invocation)"
"logger.info(""Future response is already set! Current response: "" + response + "", Offered response: ""+ offeredResponse+ "", Invocation: ""+ invocation)","logger.finest(""Future response is already set! Current response: "" + response + "", Offered response: ""+ offeredResponse+ "", Invocation: ""+ invocation)"
"new CacheCreateConfigOperation(config,true)","new CacheCreateConfigOperation(config,false)"
"new CacheCreateConfigRequest(cacheConfig,true,partitionId)","new CacheCreateConfigRequest(cacheConfig,false,partitionId)"
"new CacheCreateConfigOperation(cacheConfig,create,false)","new CacheCreateConfigOperation(cacheConfig,createAlsoOnOthers,false)"
"MapPutParameters.encodeSizeCost(NAME,BYTES_DATA,BYTES_DATA,THE_LONG,THE_LONG,THE_BOOLEAN)","MapPutParameters.encodeSizeCost(NAME,BYTES_DATA,BYTES_DATA)"
1,17
new Packet(ioService.getPortableContext()),new Packet()
"cache.setRecord(key,record)","cache.putRecord(key,record)"
"cache.setRecord(key,record)","cache.putRecord(key,record)"
"cache.setRecord(key,record)","cache.putRecord(key,record)"
"cache.setRecord(key,record)","cache.putRecord(key,record)"
"assertSizeEventually(COUNT,map)","assertSizeEventually(COUNT,map,180)"
success,!success
success,!success
2,10
"comparePartitionOwnership(false,localMember,partition)","comparePartitionOwnership(true,localMember,partition)"
"comparePartitionOwnership(true,localMember,partition)","comparePartitionOwnership(false,localMember,partition)"
"new Packet(data,0,serializationService.getPortableContext())","new Packet(data,0)"
"new Packet(data,operation.getPartitionId(),serializationService.getPortableContext())","new Packet(data,operation.getPartitionId())"
"new Packet(data,operation.getPartitionId(),serializationService.getPortableContext())","new Packet(data,operation.getPartitionId())"
"new Packet(data,operation.getPartitionId(),serializationService.getPortableContext())","new Packet(data,operation.getPartitionId())"
10,2
Collection<DelayedEntry>,List<DelayedEntry>
expectedMapSize * HASHMAP_DEFAULT_LOAD_FACTOR,expectedMapSize / HASHMAP_DEFAULT_LOAD_FACTOR
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
hz1.getLifecycleService().terminate(),hz1.getLifecycleService().shutdown()
node.getLifecycleService().terminate(),node.getLifecycleService().shutdown()
node.getLifecycleService().terminate(),node.getLifecycleService().shutdown()
node.getLifecycleService().terminate(),node.getLifecycleService().shutdown()
node.getLifecycleService().terminate(),node.getLifecycleService().shutdown()
node.getLifecycleService().terminate(),node.getLifecycleService().shutdown()
node.getLifecycleService().terminate(),node.getLifecycleService().shutdown()
node.getLifecycleService().terminate(),node.getLifecycleService().shutdown()
node.getLifecycleService().terminate(),node.getLifecycleService().shutdown()
connections.get(address),connections.get(target)
getLock(address),getLock(target)
connections.get(address),connections.get(target)
connections.get(address),connections.get(target)
getLock(address),getLock(target)
connections.get(address),connections.get(target)
THREADS_PER_CLIENT=8,THREADS_PER_CLIENT=4
MAX_ITEMS=1000,MAX_ITEMS=100
THREADS_PER_CLIENT=8,THREADS_PER_CLIENT=4
MAX_ITEMS=1000,MAX_ITEMS=100
basicInvocation.potentialResponse == null,basicInvocation.potentialResponse != null
1,17
new DescribeInstances(awsConfig).execute(endpoint),new DescribeInstances(awsConfig).execute()
new DescribeInstances(awsConfig).execute(endpoint),new DescribeInstances(awsConfig).execute()
invocation.pendingResponse == null,invocation.pendingResponse != null
new NotSupportedException(),"new NotSupportedException(""getResultSetInfo() is not supported by this resource adapter as per spec 15.11.3"")"
new HazelcastInstance[count],new HazelcastInstance[nodeCount]
i < count,i < nodeCount
i < count,i < nodeCount
out.writeObject(entry.getValue()),out.writeData(entry.getValue())
out.writeObject(entry.getValue()),out.writeData(entry.getValue())
in.readObject(),in.readData()
in.readObject(),in.readData()
Thread.sleep(5000),Thread.sleep(10000)
Thread.sleep(5000),Thread.sleep(10000)
"REMOVALS_UPDATER.compareAndSet(this,nanos,nanos + duration)","REMOVE_TIME_TAKEN_NANOS_UPDATER.compareAndSet(this,nanos,nanos + duration)"
"REMOVALS_UPDATER.compareAndSet(this,nanos,nanos + duration)","REMOVE_TIME_TAKEN_NANOS_UPDATER.compareAndSet(this,nanos,nanos + duration)"
"REMOVALS_UPDATER.compareAndSet(this,nanos,duration)","REMOVE_TIME_TAKEN_NANOS_UPDATER.compareAndSet(this,nanos,duration)"
"REMOVALS_UPDATER.compareAndSet(this,nanos,duration)","REMOVE_TIME_TAKEN_NANOS_UPDATER.compareAndSet(this,nanos,duration)"
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addRemoveTimeNano(System.nanoTime() - start),statistics.addRemoveTimeNanos(System.nanoTime() - start)
statistics.addRemoveTimeNano(System.nanoTime() - start),statistics.addRemoveTimeNanos(System.nanoTime() - start)
statistics.addRemoveTimeNano(System.nanoTime() - start),statistics.addRemoveTimeNanos(System.nanoTime() - start)
statistics.addRemoveTimeNano(System.nanoTime() - start),statistics.addRemoveTimeNanos(System.nanoTime() - start)
statistics.addRemoveTimeNano(System.nanoTime() - start),statistics.addRemoveTimeNanos(System.nanoTime() - start)
statistics.addRemoveTimeNano(System.nanoTime() - start),statistics.addRemoveTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addPutTimeNano(System.nanoTime() - start),statistics.addPutTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
statistics.addGetTimeNano(System.nanoTime() - start),statistics.addGetTimeNanos(System.nanoTime() - start)
timeout=30000,timeout=120000
0,16
timeout=30000,timeout=120000
timeout=30000,timeout=120000
expirationTime == Long.MAX_VALUE && expirationTime < 0,expirationTime == Long.MAX_VALUE || expirationTime < 0
expirationTime == Long.MAX_VALUE && expirationTime < 0,expirationTime == Long.MAX_VALUE || expirationTime < 0
"new UnsafeBasedStringCharProvider(UNSAFE,stringValueFieldOffset,str)","new UnsafeBasedStringCharProvider(unsafe,stringValueFieldOffset,str)"
"getOrCreateContainer().unlock(dataKey,caller,threadId)",getOrCreateContainer().forceUnlock(dataKey)
"getOrCreateContainer().unlock(dataKey,caller,threadId)",getOrCreateContainer().forceUnlock(dataKey)
"getOrCreateContainer().unlock(dataKey,caller,threadId)",getOrCreateContainer().forceUnlock(dataKey)
"getOrCreateContainer().unlock(dataKey,caller,threadId)",getOrCreateContainer().forceUnlock(dataKey)
"new MapStoreWithStoreCount(expectedStoreCount,300,100)","new MapStoreWithStoreCount(expectedStoreCount,300,50)"
1,0
1,0
1,0
1,0
1,0
"cache.remove(key,null)",cache.removeRecord(key)
"getClusterMap().put(buildAttributeName(name),value)","getClusterMap().set(buildAttributeName(name),value)"
"getClusterMap().put(buildAttributeName(name),value)","getClusterMap().set(buildAttributeName(name),value)"
"clusterMap.put(buildAttributeName(entry.getKey()),cacheEntry.value)","clusterMap.set(buildAttributeName(entry.getKey()),cacheEntry.value)"
"clusterMap.put(buildAttributeName(entry.getKey()),cacheEntry.value)","clusterMap.set(buildAttributeName(entry.getKey()),cacheEntry.value)"
count <= 0,count < 0
count <= 0,count < 0
18,26
0,0
instance2.getLifecycleService().terminate(),instance2.getLifecycleService().shutdown()
instance2.getLifecycleService().terminate(),instance2.getLifecycleService().shutdown()
"assertFalse(""reuse-address"",networkConfig.isReuseAddress())","assertTrue(""reuse-address"",networkConfig.isReuseAddress())"
"assertFalse(""reuse-address"",networkConfig.isReuseAddress())","assertTrue(""reuse-address"",networkConfig.isReuseAddress())"
instance2.getLifecycleService().terminate(),instance2.getLifecycleService().shutdown()
instance2.getLifecycleService().terminate(),instance2.getLifecycleService().shutdown()
"assertFalse(""reuse-address"",networkConfig.isReuseAddress())","assertTrue(""reuse-address"",networkConfig.isReuseAddress())"
"assertFalse(""reuse-address"",networkConfig.isReuseAddress())","assertTrue(""reuse-address"",networkConfig.isReuseAddress())"
topicRegistrations == null && topicRegistrations.isEmpty(),topicRegistrations == null || topicRegistrations.isEmpty()
